4.275160645788677605e-01,4.456721049252701516e-01,1.268118304958620601e-01
4.884416900313264809e-01,3.187158985342545825e-01,1.928424114344189921e-01
6.867288014640273719e-01,2.151089389246337857e-01,9.816225961133896727e-02
5.188482149401264509e-01,3.385049916782744139e-01,1.426467933815990241e-01
3.348769657976227165e-01,2.965008654298081359e-01,3.686221687725686480e-01
2.858185687041752687e-01,2.860948060821182914e-01,4.280866252137064398e-01
1.803853705560077292e-01,4.485537521154687735e-01,3.710608773285233863e-01
2.123836234399218981e-01,2.419325239882333944e-01,5.456838525718447075e-01
5.131392838918437116e-01,2.571122934827778095e-01,2.297484226253786732e-01
3.987579853143791708e-01,4.775469244574458427e-01,1.236950902281750281e-01
6.083925509153955691e-01,1.818871558977075420e-01,2.097202931868966669e-01
3.603295926614898392e-01,3.885897016584199948e-01,2.510807056800902215e-01
7.874256384827976740e-01,1.957377888691089751e-01,1.683657264809354515e-02
1.444667626128701421e-01,4.943149944073748636e-01,3.612182429797548000e-01
5.059525608968896970e-02,3.662531655572213718e-01,5.831515783530896169e-01
4.690584114181375885e-01,3.858104814636287294e-01,1.451311071182336265e-01
7.366642572056232297e-01,2.120836899167869438e-01,5.125205287758981959e-02
4.866242617052297659e-01,2.140860050842214313e-01,2.992897332105487473e-01
5.503412641716487474e-01,2.149442817763094482e-01,2.347144540520417211e-01
3.630423099560244893e-01,4.177589298360846470e-01,2.191987602078907804e-01
2.067105981766055034e-01,1.659577909483209157e-01,6.273316108750738307e-01
1.680058047942979693e-01,4.912039643640855324e-01,3.407902308416164705e-01
5.391099929071871966e-01,2.172754953114839627e-01,2.436145117813289518e-01
5.346599958560442900e-01,2.450921684202455597e-01,2.202478357237101780e-01
6.530366819601186590e-01,1.980825774628403035e-01,1.488807405770410930e-01
5.710861485900445844e-01,2.455114499745328638e-01,1.834024014354225796e-01
3.812643326782458875e-01,4.736731196381707698e-01,1.450625476835834538e-01
1.105686779554442140e-01,2.409572134904275909e-01,6.484741085541282368e-01
2.883028051524559876e-01,3.019273720231039349e-01,4.097698228244399110e-01
6.590212914479949280e-01,2.334999633499329486e-01,1.074787452020716794e-01
1.373750958824624391e-01,5.476498636730929848e-01,3.149750404444446317e-01
5.254415255888091885e-01,3.281931721573713157e-01,1.463653022538195791e-01
1.955421993891867938e-01,2.413128218177231776e-01,5.631449787930900008e-01
1.470761034093966690e-01,1.409564962935299093e-01,7.119674002970733939e-01
2.544117984416038314e-01,1.941636024910720071e-01,5.514245990673241060e-01
4.411919261621949917e-01,2.968836685519052332e-01,2.619244052858996641e-01
1.105788762719727564e-01,3.225476717907885815e-01,5.668734519372387037e-01
5.917449930771773170e-01,2.933393444490874913e-01,1.149156624737352472e-01
1.819174180817970665e-01,1.027799331690445461e-01,7.153026487491583874e-01
3.261245611310220061e-01,1.840060593176624792e-01,4.898693795513153204e-01
9.720510052943404089e-02,1.604301141333657477e-01,7.423647853371999616e-01
9.641231004646433345e-02,2.930359504887311006e-01,6.105517394648045659e-01
5.638384069779146524e-01,3.090482399235445765e-01,1.271133530985407434e-01
4.535338625963999393e-01,4.261457973039977087e-01,1.203203400996024630e-01
6.947844384287559238e-01,1.783421971722705945e-01,1.268733643989735371e-01
7.133195682820061556e-01,2.079126649209477318e-01,7.876776679704614037e-02
4.442711157433591046e-02,5.238666483575331601e-01,4.317062400681309087e-01
1.560483314669163513e-01,5.398001197338240242e-01,3.041515487992598188e-01
7.906618058160460594e-01,1.317673731397636661e-01,7.757082104419026070e-02
1.266825698546077683e-01,2.109294939047492157e-01,6.623879362406432936e-01
1.125813677477607577e-01,2.993588553329170621e-01,5.880597769193224300e-01
1.102666974503493796e-01,4.414013047422086777e-01,4.483319978074418177e-01
4.586369525816089143e-01,3.693805481342102848e-01,1.719824992841806066e-01
2.092207871771914751e-01,3.342097423602665707e-01,4.565694704625420375e-01
5.131053344954876749e-01,1.458013368925664410e-01,3.410933286119455787e-01
5.348596076060867510e-01,3.067769490681006017e-01,1.583634433258125918e-01
5.650725835111399808e-01,1.811148812802475527e-01,2.538125352086128550e-01
7.091631221631680138e-01,1.479015354727081510e-01,1.429353423641236964e-01
2.181099808432416798e-01,2.776961173104934844e-01,5.041939018462648914e-01
1.629501275579745556e-01,3.102366644234111348e-01,5.268132080186141986e-01
8.206967660240534201e-02,4.017307727510485149e-01,5.161995506465459904e-01
6.827039971095376636e-01,1.984653622928008732e-01,1.188306405976614633e-01
9.662930638073882750e-02,2.751397518510629858e-01,6.282309417681979369e-01
6.289313555507171083e-01,1.361498049035339553e-01,2.349188395457489364e-01
5.730310846697756616e-02,1.298388011312779089e-01,8.128580904017446151e-01
2.879331024957189622e-01,3.246359831426389730e-01,3.874309143616421203e-01
2.253444684779862262e-01,4.660143175943616267e-01,3.086412139276524247e-01
2.923619112687336763e-01,3.831096176226829741e-01,3.245284711085831830e-01
5.506823868137310507e-01,1.311177098011131470e-01,3.181999033851555803e-01
6.374741323019753603e-01,1.193309697686602555e-01,2.431948979293643009e-01
2.841040148484363925e-02,1.171724273085177626e-01,8.544171712066386259e-01
3.789839166205935528e-01,2.588201604373639997e-01,3.621959229420421700e-01
1.798386041554821679e-01,3.343330328680684804e-01,4.858283629764492129e-01
6.772659848291466556e-02,1.671785620473220102e-01,7.650948394697634214e-01
2.603544365854467135e-01,4.228863492501209742e-01,3.167592141644322568e-01
2.027714534418699754e-01,2.726878163343641193e-01,5.245407302237659053e-01
3.235327608000301836e-01,4.081687536916729919e-01,2.682984855082969911e-01
7.251452951866582675e-01,1.173455921784079536e-01,1.575091126349339454e-01
1.319400562979916314e-01,3.457742002682486215e-01,5.222857434337596638e-01
3.894531068990444433e-01,3.102487974036463592e-01,3.002980956973090865e-01
3.017711094753992018e-01,3.675380004045267213e-01,3.306908901200737994e-01
2.387330737699471239e-01,3.986016051082880152e-01,3.626653211217645834e-01
2.406682536933147099e-01,5.630454306592364011e-01,1.962863156474487503e-01
7.589485424239663658e-01,1.705435688434666364e-01,7.050788873256705336e-02
8.278329393363687005e-02,1.328017390423045785e-01,7.844149670240586625e-01
6.239514237659062740e-02,1.759065243626757313e-01,7.616983332607338841e-01
1.605937062123373449e-01,2.516429719763168538e-01,5.877633218113457181e-01
1.877410924789166546e-01,2.104283058236149084e-01,6.018306016974682704e-01
1.419516472290398568e-01,7.519742401461061709e-02,7.828509287563495400e-01
3.929305146064404064e-01,2.667608163158082246e-01,3.403086690777512024e-01
6.993765917009532596e-02,5.475843774190632951e-01,3.824779634108412263e-01
5.285868607045793865e-01,2.239314223381748681e-01,2.474817169572456066e-01
3.473708126927769202e-01,3.802419951636382134e-01,2.723871921435847554e-01
3.958948529852052145e-01,1.304721288886889763e-01,4.736330181261058092e-01
5.515522238390055954e-01,3.820787249584906009e-01,6.636905120250373435e-02
6.481229593001963663e-01,7.474223123675929892e-02,2.771348094630445291e-01
6.068333171503370593e-01,1.789717826936759737e-01,2.141949001559868837e-01
6.952746580246972341e-01,2.308382043754618196e-01,7.388713759984090468e-02
6.058288516599532603e-01,3.123748129061143519e-01,8.179633543393212414e-02
2.050988061078180824e-01,4.988002386000345845e-01,2.961009552921469168e-01
2.663447542533668444e-01,4.958738015418367451e-01,2.377814442047963550e-01
3.596847027770976868e-01,2.207565874339512957e-01,4.195587097889512118e-01
1.645706422595772100e-01,3.119822782317546173e-01,5.234470795086683115e-01
6.009823059246813814e-01,2.133343513913452394e-01,1.856833426839732681e-01
5.313226880033548039e-01,3.095163318316568324e-01,1.591609801649885858e-01
5.904912803428296469e-02,4.176094184877031656e-01,5.233414534780136407e-01
1.861952274656912543e-01,4.039065911013579591e-01,4.098981814329507034e-01
7.864365531987116409e-01,1.735191316332531097e-01,4.004431516803533958e-02
1.509522914907450442e-01,4.606181670092901470e-01,3.884295414999647811e-01
5.008339068135166938e-01,3.578199769699174082e-01,1.413461162165659257e-01
1.199032997556777475e-01,3.653931884791173368e-01,5.147035117652049019e-01
4.314660083604871521e-01,2.314551803443829214e-01,3.370788112951299542e-01
